joueur,nationalite,position,equipe,age,annee_naissance,matchs,titularisations,minutes,minutes_90,buts,passes_decisives,buts_passes_decisives,buts_hors_penaltys,penaltys_marques,penaltys_tentes,cartons_jaunes,cartons_rouges,xg,npxg,xa,npxg_xa,progressions_balle,passes_progressives,passes_progressives_recues,buts_90,passes_decisives_90,buts_passes_decisives_90,buts_hors_penaltys_90,buts_passes_decisives_penaltys_90,xg_90,xa_90,xg_xa_90,npxg_90,npxg_xa_90
Keyliane Abdallah,FRA,AT,Marseille,18.0,2006,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yunis Abdelhamid,MAR,DF,Saint-Étienne,37.0,1987,12.0,11.0,976.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.4,4.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
Himad Abdelli,ALG,"MT,AT",Angers,25.0,1999,25.0,25.0,2222.0,24.7,6.0,1.0,7.0,3.0,3.0,4.0,3.0,0.0,5.6,2.5,2.9,5.4,86.0,167.0,94.0,0.24,0.04,0.28,0.12,0.16,0.23,0.12,0.35,0.1,0.22
Mohamed Abdelmoneim,EGY,DF,Nice,26.0,1999,9.0,7.0,609.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ali Abdi,TUN,"DF,MT",Nice,31.0,1993,19.0,12.0,1017.0,11.3,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,1.5,2.7,29.0,30.0,60.0,0.18,0.18,0.35,0.18,0.35,0.11,0.13,0.23,0.11,0.23
Matthis Abline,FRA,AT,Nantes,22.0,2003,27.0,26.0,2169.0,24.1,7.0,2.0,9.0,6.0,1.0,1.0,2.0,0.0,7.3,6.5,3.1,9.5,56.0,36.0,135.0,0.29,0.08,0.37,0.25,0.33,0.3,0.13,0.43,0.27,0.4
Abner,BRA,DF,Lyon,24.0,2000,15.0,10.0,904.0,10.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,1.1,1.3,24.0,52.0,51.0,0.1,0.1,0.2,0.1,0.2,0.02,0.11,0.13,0.02,0.13
Zakaria Aboukhlal,MAR,"MT,AT",Toulouse,25.0,2000,23.0,22.0,1827.0,20.3,7.0,2.0,9.0,6.0,1.0,2.0,4.0,0.0,10.1,8.5,1.5,10.0,29.0,22.0,152.0,0.34,0.1,0.44,0.3,0.39,0.5,0.07,0.57,0.42,0.49
Akor Adams,NGA,AT,Montpellier,25.0,2000,15.0,13.0,1075.0,11.9,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,4.3,4.3,1.0,5.3,11.0,6.0,45.0,0.25,0.08,0.33,0.25,0.33,0.36,0.08,0.44,0.36,0.44
Martin Adeline,FRA,MT,Reims,21.0,2003,1.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adryelson,BRA,DF,Lyon,27.0,1998,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Agbadou,CIV,DF,Reims,27.0,1997,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.3,0.8,10.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
Jeremy Agbonifo,SWE,"AT,MT",Lens,19.0,2005,6.0,1.0,200.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,7.0,2.0,20.0,0.45,0.0,0.45,0.45,0.45,0.29,0.08,0.38,0.29,0.38
Ruben Aguilar,FRA,"DF,MT",Lens,31.0,1993,12.0,9.0,788.0,8.8,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.8,1.2,12.0,45.0,61.0,0.11,0.11,0.23,0.11,0.23,0.04,0.1,0.14,0.04,0.14
Naouirou Ahamada,FRA,"MT,AT",Rennes,23.0,2002,3.0,0.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Jean-Eudes Aholou,CIV,MT,Angers,31.0,1994,24.0,24.0,1821.0,20.2,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.8,1.8,0.8,2.6,15.0,67.0,16.0,0.1,0.0,0.1,0.1,0.1,0.09,0.04,0.13,0.09,0.13
Ayman Aiki,FRA,"AT,MT",Saint-Étienne,19.0,2005,5.0,1.0,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09
Ludovic Ajorque,FRA,AT,Brest,31.0,1994,24.0,22.0,1933.0,21.5,10.0,1.0,11.0,10.0,0.0,1.0,4.0,0.0,8.2,7.4,2.4,9.8,9.0,37.0,98.0,0.47,0.05,0.51,0.47,0.51,0.38,0.11,0.49,0.35,0.46
Ümit Akdag,ROU,DF,Toulouse,21.0,2003,6.0,6.0,434.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.1,3.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
Sergio Akieme,ESP,DF,Reims,27.0,1997,23.0,22.0,1938.0,21.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.4,2.4,44.0,71.0,74.0,0.05,0.05,0.09,0.05,0.09,0.05,0.07,0.11,0.05,0.11
Maghnes Akliouche,FRA,"AT,MT",Monaco,23.0,2002,25.0,21.0,1877.0,20.9,4.0,8.0,12.0,3.0,1.0,1.0,2.0,0.0,7.0,6.2,6.1,12.3,99.0,149.0,182.0,0.19,0.38,0.58,0.14,0.53,0.33,0.29,0.63,0.3,0.59
Clément Akpa,CIV,DF,Auxerre,23.0,2001,24.0,22.0,1928.0,21.4,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.9,1.0,25.0,64.0,23.0,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05
Chuba Akpom,ENG,"AT,MT",Lille,29.0,1995,7.0,3.0,320.0,3.6,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.6,1.8,0.3,2.1,1.0,2.0,20.0,0.56,0.0,0.56,0.56,0.56,0.74,0.09,0.83,0.52,0.6
Mohamed Ali Cho,FRA,"AT,MT",Nice,21.0,2004,23.0,20.0,1514.0,16.8,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,3.7,3.7,3.4,7.2,72.0,50.0,115.0,0.18,0.24,0.42,0.18,0.42,0.22,0.2,0.43,0.22,0.43
Jim Allevinah,GAB,AT,Angers,30.0,1995,22.0,21.0,1467.0,16.3,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,3.5,3.5,2.5,6.0,43.0,41.0,84.0,0.0,0.18,0.18,0.0,0.18,0.21,0.15,0.37,0.21,0.37
Thiago Almada,ARG,"AT,MT",Lyon,23.0,2001,9.0,3.0,386.0,4.3,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.7,2.7,11.0,48.0,25.0,0.23,0.47,0.7,0.23,0.7,0.22,0.41,0.63,0.22,0.63
Jordan Amavi,FRA,DF,Brest,31.0,1994,11.0,8.0,790.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.4,22.0,36.0,21.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
Kelvin Amian,FRA,DF,Nantes,27.0,1998,23.0,17.0,1658.0,18.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,0.7,1.6,26.0,58.0,59.0,0.05,0.0,0.05,0.05,0.05,0.05,0.04,0.09,0.05,0.09
Michael Amir Murillo,PAN,DF,Marseille,29.0,1996,23.0,20.0,1807.0,20.1,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,2.5,4.0,28.0,110.0,72.0,0.05,0.1,0.15,0.05,0.15,0.07,0.13,0.2,0.07,0.2
Samuel Amo-Ameyaw,ENG,"DF,AT",Strasbourg,18.0,2006,2.0,1.0,99.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,5.0,4.0,8.0,0.91,0.0,0.91,0.91,0.91,0.4,0.14,0.54,0.4,0.54
Mathis Amougou,FRA,MT,Saint-Étienne,19.0,2006,17.0,9.0,859.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.4,0.8,8.0,36.0,17.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
Benjamin André,FRA,MT,Lille,34.0,1990,24.0,24.0,2152.0,23.9,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,1.3,1.3,1.4,2.7,25.0,173.0,56.0,0.0,0.04,0.04,0.0,0.04,0.06,0.06,0.11,0.06,0.11
Kyllian Antonio,FRA,DF,Lens,17.0,2008,1.0,1.0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Appiah,FRA,DF,Saint-Étienne,32.0,1992,23.0,16.0,1589.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,2.0,2.1,38.0,68.0,75.0,0.0,0.06,0.06,0.0,0.06,0.01,0.11,0.12,0.01,0.12
Carlens Arcus,HAI,DF,Angers,28.0,1996,23.0,21.0,1695.0,18.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.2,1.2,34.0,59.0,63.0,0.0,0.05,0.05,0.0,0.05,0.0,0.06,0.07,0.0,0.07
Hákon Arnar Haraldsson,ISL,"MT,AT",Lille,21.0,2003,18.0,14.0,1209.0,13.4,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,1.8,4.7,38.0,75.0,105.0,0.3,0.15,0.45,0.3,0.45,0.22,0.13,0.35,0.22,0.35
Marco Asensio,ESP,"AT,MT",Paris S-G,29.0,1996,12.0,8.0,618.0,6.9,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,5.6,5.6,2.7,8.3,19.0,36.0,49.0,0.29,0.58,0.87,0.29,0.87,0.82,0.39,1.21,0.82,1.21
Lorenz Assignon,TOG,"DF,MT",Rennes,24.0,2000,25.0,21.0,1821.0,20.2,2.0,4.0,6.0,2.0,0.0,0.0,6.0,0.0,1.1,1.1,3.3,4.4,75.0,86.0,161.0,0.1,0.2,0.3,0.1,0.3,0.06,0.16,0.22,0.06,0.22
Dehmaine Assoumani,FRA,"MT,AT",Nantes,19.0,2005,9.0,0.0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,1.0,4.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.1,0.96,1.06,0.1,1.06
Valentin Atangana Edoa,FRA,MT,Reims,19.0,2005,27.0,26.0,2227.0,24.7,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.4,1.4,0.5,1.9,36.0,78.0,25.0,0.04,0.0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08
Florian Ayé,FRA,AT,Auxerre,28.0,1997,19.0,4.0,445.0,4.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.5,1.5,0.1,1.6,4.0,5.0,25.0,0.4,0.0,0.4,0.4,0.4,0.31,0.01,0.32,0.31,0.32
André Ayew,GHA,AT,Le Havre,35.0,1989,20.0,12.0,1128.0,12.5,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,3.8,3.8,0.1,3.9,3.0,16.0,31.0,0.32,0.08,0.4,0.32,0.4,0.3,0.01,0.31,0.3,0.31
Neil El Aynaoui,FRA,MT,Lens,23.0,2001,18.0,11.0,1087.0,12.1,4.0,1.0,5.0,2.0,2.0,2.0,4.0,0.0,2.6,1.0,1.2,2.2,9.0,49.0,18.0,0.33,0.08,0.41,0.17,0.25,0.21,0.1,0.31,0.08,0.18
Shavy Babicka,GAB,"MT,AT",Toulouse,24.0,2000,26.0,10.0,1092.0,12.1,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,3.0,3.0,1.5,4.5,31.0,20.0,116.0,0.33,0.16,0.49,0.33,0.49,0.25,0.13,0.37,0.25,0.37
Juma Bah,SLE,DF,Lens,18.0,2006,4.0,2.0,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Theo Bair,CAN,AT,Auxerre,25.0,1999,24.0,10.0,827.0,9.2,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.7,2.7,1.2,3.9,14.0,15.0,39.0,0.22,0.11,0.33,0.22,0.33,0.29,0.13,0.42,0.29,0.42
Mitchel Bakker,NED,"AT,DF",Lille,24.0,2000,19.0,11.0,942.0,10.5,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,2.9,2.9,2.6,5.5,37.0,47.0,97.0,0.19,0.19,0.38,0.19,0.38,0.27,0.25,0.52,0.27,0.52
Darryl Bakola,FRA,"DF,MT",Marseille,17.0,2007,2.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dilane Bakwa,FRA,"MT,AT",Strasbourg,22.0,2002,23.0,22.0,1918.0,21.3,4.0,8.0,12.0,4.0,0.0,0.0,3.0,0.0,3.9,3.9,5.1,9.0,81.0,93.0,184.0,0.19,0.38,0.56,0.19,0.56,0.18,0.24,0.42,0.18,0.42
Leonardo Balerdi,ARG,DF,Marseille,26.0,1999,23.0,23.0,1927.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.6,0.6,0.7,1.4,11.0,91.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
Fodé Ballo-Touré,SEN,DF,Le Havre,28.0,1997,4.0,4.0,206.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Folarin Balogun,USA,AT,Monaco,23.0,2001,8.0,6.0,484.0,5.4,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.9,3.9,0.9,4.7,16.0,9.0,57.0,0.56,0.0,0.56,0.56,0.56,0.72,0.16,0.88,0.72,0.88
Abdoulaye Bamba,CIV,DF,Angers,34.0,1990,15.0,12.0,1150.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,1.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Mohamed Bamba,CIV,MT,Reims,20.0,2004,2.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valentín Barco,ARG,"DF,MT",Strasbourg,20.0,2004,7.0,7.0,563.0,6.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.9,0.9,6.0,30.0,35.0,0.0,0.32,0.32,0.0,0.32,0.01,0.14,0.15,0.01,0.15
Bradley Barcola,FRA,AT,Paris S-G,22.0,2002,27.0,23.0,1804.0,20.0,13.0,9.0,22.0,13.0,0.0,0.0,2.0,0.0,12.1,12.1,9.0,21.1,113.0,72.0,299.0,0.65,0.45,1.1,0.65,1.1,0.6,0.45,1.05,0.6,1.05
Melvin Bard,FRA,"DF,MT",Nice,24.0,2000,18.0,16.0,1398.0,15.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,1.7,1.7,1.4,3.1,31.0,57.0,66.0,0.06,0.0,0.06,0.06,0.06,0.11,0.09,0.2,0.11,0.2
Gabriel Bares,SUI,"MT,DF",Montpellier,24.0,2000,6.0,0.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Batubinsika,COD,DF,Saint-Étienne,29.0,1996,24.0,22.0,1971.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.5,0.5,0.2,0.7,11.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03
Haris Belkebla,ALG,MT,Angers,31.0,1994,22.0,21.0,1792.0,19.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.9,1.0,8.0,69.0,15.0,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.05,0.0,0.05
Yassin Belkhdim,FRA,MT,Angers,23.0,2002,23.0,10.0,1014.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.3,0.8,12.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07
Eliesse Ben Seghir,MAR,"MT,AT",Monaco,20.0,2005,26.0,17.0,1513.0,16.8,6.0,3.0,9.0,4.0,2.0,2.0,0.0,0.0,5.1,3.6,4.5,8.2,78.0,109.0,151.0,0.36,0.18,0.54,0.24,0.42,0.3,0.27,0.57,0.22,0.49
Ismaël Bennacer,ALG,MT,Marseille,27.0,1997,6.0,5.0,368.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.0,1.1,10.0,54.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.24,0.26,0.02,0.26
Saïd Benrahma,ALG,"AT,MT",Lyon,29.0,1995,13.0,9.0,735.0,8.2,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.1,4.0,41.0,32.0,109.0,0.12,0.37,0.49,0.12,0.49,0.24,0.25,0.49,0.24,0.49
Nabil Bentaleb,ALG,"MT,AT",Lille,30.0,1994,5.0,1.0,144.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.7,0.0,9.0,1.0,0.62,0.0,0.62,0.62,0.62,0.39,0.02,0.41,0.39,0.41
Lucas Beraldo,BRA,DF,Paris S-G,21.0,2003,19.0,18.0,1612.0,17.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,0.3,1.0,8.0,103.0,0.0,0.06,0.0,0.06,0.06,0.06,0.04,0.02,0.06,0.04,0.06
Maxime Bernauer,FRA,DF,Saint-Étienne,26.0,1998,3.0,1.0,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Dimitry Bertaud,COD,GB,Montpellier,26.0,1998,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mika Biereth,DEN,AT,Monaco,22.0,2003,10.0,10.0,802.0,8.9,12.0,2.0,14.0,11.0,1.0,2.0,0.0,0.0,9.6,8.0,3.7,11.7,8.0,18.0,81.0,1.35,0.22,1.57,1.23,1.46,1.07,0.42,1.49,0.9,1.31
Emmanuel Biumla,FRA,DF,Angers,19.0,2005,16.0,15.0,1318.0,14.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.0,0.8,3.0,16.0,0.0,0.07,0.0,0.07,0.07,0.07,0.05,0.0,0.05,0.05,0.05
Marco Bizot,NED,GB,Brest,34.0,1991,26.0,26.0,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ludovic Blas,FRA,"MT,AT",Rennes,27.0,1997,24.0,23.0,1995.0,22.2,6.0,7.0,13.0,6.0,0.0,0.0,5.0,0.0,4.7,4.7,3.7,8.5,69.0,98.0,162.0,0.27,0.32,0.59,0.27,0.59,0.21,0.17,0.38,0.21,0.38
Augustine Boakye,GHA,"AT,MT",Saint-Étienne,24.0,2000,17.0,8.0,733.0,8.1,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,1.8,1.8,0.9,2.7,25.0,35.0,60.0,0.37,0.0,0.37,0.37,0.37,0.22,0.11,0.34,0.22,0.34
Mathéo Bodmer,FRA,MT,Le Havre,20.0,2004,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremie Boga,CIV,"MT,AT",Nice,28.0,1997,17.0,9.0,771.0,8.6,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,2.2,3.7,42.0,22.0,54.0,0.12,0.23,0.35,0.12,0.35,0.18,0.26,0.44,0.18,0.44
Moïse Bombito,CAN,DF,Nice,25.0,2000,22.0,20.0,1800.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.7,0.7,0.2,0.9,24.0,81.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05
Saïmon Bouabré,FRA,"MT,AT",Monaco,18.0,2006,2.0,1.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayyoub Bouaddi,FRA,MT,Lille,17.0,2007,21.0,10.0,1031.0,11.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,10.0,33.0,17.0,0.0,0.09,0.09,0.0,0.09,0.0,0.08,0.09,0.0,0.09
Badredine Bouanani,ALG,"MT,AT",Nice,20.0,2004,19.0,6.0,681.0,7.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,1.0,2.3,31.0,30.0,53.0,0.26,0.0,0.26,0.26,0.26,0.18,0.13,0.31,0.18,0.31
Benjamin Bouchouari,MAR,MT,Saint-Étienne,23.0,2001,21.0,17.0,1479.0,16.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.9,1.5,38.0,107.0,48.0,0.06,0.0,0.06,0.06,0.06,0.04,0.05,0.09,0.04,0.09
Hicham Boudaoui,ALG,MT,Nice,25.0,1999,22.0,20.0,1825.0,20.3,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,2.5,2.5,1.4,3.9,39.0,98.0,48.0,0.1,0.05,0.15,0.1,0.15,0.12,0.07,0.19,0.12,0.19
Justin Bourgault,FRA,DF,Brest,19.0,2005,2.0,2.0,122.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,4.0,12.0,0.74,0.0,0.74,0.74,0.74,0.05,0.1,0.15,0.05,0.15
Benjamin Bourigeaud,FRA,MT,Rennes,31.0,1994,1.0,1.0,80.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,4.0,4.0,1.13,0.0,1.13,1.13,1.13,0.17,0.0,0.17,0.17,0.17
Bilal Brahimi,ALG,MT,Nice,25.0,2000,2.0,1.0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07
Lilian Brassier,FRA,DF,Marseille,25.0,1999,12.0,9.0,779.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.3,11.0,40.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Lilian Brassier,FRA,DF,Rennes,25.0,1999,7.0,7.0,604.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.2,1.4,16.0,37.0,6.0,0.15,0.0,0.15,0.15,0.15,0.19,0.02,0.21,0.19,0.21
